CustomerID,PrimaryCountry,CustomerSegment,Cluster,Recency,Frequency,Monetary,AverageOrderValue,TotalUnits,FirstPurchase,LastPurchase,TenureDays,CustomerStatus
15333,United Kingdom,Minimum,3,209,1,1028.56,1028.56,344,2011-05-15 13:27:00,2011-05-15 13:27:00,1,Inactive >90 Days
15334,United Kingdom,Minimum,3,157,3,347.87,115.95666666666666,272,2011-06-19 13:51:00,2011-07-06 11:22:00,18,Inactive >90 Days
15335,United Kingdom,Prospective,0,54,1,170.22,170.22,79,2011-10-17 12:50:00,2011-10-17 12:50:00,1,Recently Active
15336,United Kingdom,General,1,402,1,240.5,240.5,84,2010-11-03 12:39:00,2010-11-03 12:39:00,1,Inactive >90 Days
15337,United Kingdom,General,1,412,1,373.02,373.02,200,2010-10-24 15:29:00,2010-10-24 15:29:00,1,Inactive >90 Days
15338,United Kingdom,General,1,678,1,277.93,277.93,148,2010-01-31 14:25:00,2010-01-31 14:25:00,1,Inactive >90 Days
15339,United Kingdom,Potential,4,67,7,1821.02,260.1457142857143,1138,2010-02-08 13:38:00,2011-10-04 12:51:00,604,Recently Active
15340,United Kingdom,General,1,562,1,105.5,105.5,76,2010-05-27 10:27:00,2010-05-27 10:27:00,1,Inactive >90 Days
15341,United Kingdom,Minimum,3,81,2,2402.72,1201.36,1008,2010-09-16 16:41:00,2011-09-20 09:40:00,370,Recently Active
15342,United Kingdom,General,1,130,1,406.09000000000003,406.09000000000003,283,2011-08-02 10:19:00,2011-08-02 10:19:00,1,Inactive >90 Days
15343,United Kingdom,Prospective,0,88,1,364.5,364.5,84,2011-09-13 13:55:00,2011-09-13 13:55:00,1,Recently Active
15344,United Kingdom,Prospective,0,1,3,563.94,187.98000000000002,116,2011-09-26 14:48:00,2011-12-09 10:45:00,75,Recently Active
15345,United Kingdom,Prospective,0,46,1,393.54,393.54,81,2011-10-25 11:28:00,2011-10-25 11:28:00,1,Recently Active
15346,United Kingdom,Minimum,3,333,3,596.12,198.70666666666668,260,2010-10-04 15:11:00,2011-01-11 11:18:00,100,Inactive >90 Days
15347,United Kingdom,Minimum,3,367,4,1162.0,290.5,542,2010-09-28 12:50:00,2010-12-08 15:25:00,72,Inactive >90 Days
15348,United Kingdom,General,1,73,1,158.04,158.04,84,2011-09-28 13:17:00,2011-09-28 13:17:00,1,Recently Active
15349,United Kingdom,General,1,159,2,463.91,231.955,321,2011-06-05 15:46:00,2011-07-04 16:06:00,30,Inactive >90 Days
15350,United Kingdom,General,1,374,2,547.6,273.8,272,2010-11-21 15:14:00,2010-12-01 13:33:00,11,Inactive >90 Days
15351,United Kingdom,Potential,4,13,10,3430.22,343.022,1350,2010-10-03 12:18:00,2011-11-27 12:52:00,421,Recently Active
15352,United Kingdom,General,1,549,1,111.15,111.15,40,2010-06-09 11:28:00,2010-06-09 11:28:00,1,Inactive >90 Days
15353,United Kingdom,Minimum,3,255,7,2794.47,399.21,1391,2009-12-02 11:33:00,2011-03-30 12:15:00,484,Inactive >90 Days
15355,United Kingdom,Prospective,0,30,2,277.05,138.525,45,2011-10-17 15:22:00,2011-11-10 13:44:00,25,Recently Active
15356,United Kingdom,Potential,4,32,13,3239.57,249.1976923076923,1892,2010-10-13 13:12:00,2011-11-08 13:11:00,392,Recently Active
15358,United Kingdom,Main,2,5,42,16425.86,391.0919047619048,14902,2009-12-07 12:19:00,2011-12-05 09:04:00,729,Recently Active
15359,United Kingdom,Minimum,3,663,8,181.35,22.66875,145,2010-01-15 11:30:00,2010-02-15 10:47:00,32,Inactive >90 Days
15360,United Kingdom,Prospective,0,40,1,427.93,427.93,223,2011-10-31 09:35:00,2011-10-31 09:35:00,1,Recently Active
15361,United Kingdom,Minimum,3,362,4,689.07,172.2675,373,2010-06-14 13:27:00,2010-12-13 09:52:00,183,Inactive >90 Days
15362,United Kingdom,General,1,449,2,613.08,306.54,368,2009-12-01 09:08:00,2010-09-17 10:37:00,291,Inactive >90 Days
15363,United Kingdom,Minimum,3,373,2,678.11,339.055,383,2010-08-04 08:41:00,2010-12-02 12:28:00,121,Inactive >90 Days
15364,United Kingdom,Minimum,3,96,2,913.19,456.595,493,2011-03-30 13:39:00,2011-09-05 09:46:00,160,Inactive >90 Days
15365,United Kingdom,Potential,4,26,13,4557.13,350.54846153846154,2131,2010-02-04 16:43:00,2011-11-14 08:29:00,649,Recently Active
15366,United Kingdom,Potential,4,76,7,2389.08,341.29714285714283,2447,2010-02-26 10:10:00,2011-09-25 15:01:00,577,Recently Active
15367,United Kingdom,Potential,4,58,11,5081.33,461.9390909090909,2944,2009-12-10 14:20:00,2011-10-13 14:13:00,673,Recently Active
15368,United Kingdom,Prospective,0,22,2,722.74,361.37,406,2010-11-10 15:52:00,2011-11-18 14:42:00,374,Recently Active
15369,United Kingdom,Minimum,3,493,11,6251.26,568.2963636363637,3288,2009-12-08 07:43:00,2010-08-04 13:54:00,240,Inactive >90 Days
15370,United Kingdom,Potential,4,41,8,3739.01,467.37625,1397,2010-10-25 12:08:00,2011-10-30 10:58:00,371,Recently Active
15371,United Kingdom,General,1,663,1,59.400000000000006,59.400000000000006,12,2010-02-15 13:14:00,2010-02-15 13:14:00,1,Inactive >90 Days
15372,United Kingdom,Potential,4,138,8,6017.0599999999995,752.1324999999999,6410,2010-02-14 11:24:00,2011-07-25 16:39:00,527,Inactive >90 Days
15373,United Kingdom,Potential,4,9,17,3084.54,181.4435294117647,726,2010-05-02 11:57:00,2011-12-01 15:05:00,579,Recently Active
15374,United Kingdom,General,1,129,2,307.32,153.66,290,2010-03-25 12:03:00,2011-08-03 09:59:00,497,Inactive >90 Days
15375,United Kingdom,General,1,691,1,60.959999999999994,60.959999999999994,84,2010-01-18 15:38:00,2010-01-18 15:38:00,1,Inactive >90 Days
15376,United Kingdom,Prospective,0,41,3,1221.56,407.18666666666667,615,2011-05-01 13:45:00,2011-10-30 15:04:00,183,Recently Active
15377,United Kingdom,Minimum,3,383,4,1211.75,302.9375,253,2010-10-20 11:42:00,2010-11-22 08:55:00,34,Inactive >90 Days
15378,United Kingdom,General,1,463,2,246.5,123.25,130,2010-07-26 08:47:00,2010-09-03 11:30:00,40,Inactive >90 Days
15379,United Kingdom,Potential,4,170,8,4877.84,609.73,3000,2010-11-04 11:59:00,2011-06-23 13:13:00,232,Inactive >90 Days
15380,United Kingdom,Potential,4,9,11,3248.96,295.36,954,2009-12-01 13:50:00,2011-12-01 12:13:00,731,Recently Active
15381,United Kingdom,Minimum,3,214,5,1890.57,378.114,802,2010-05-05 14:35:00,2011-05-10 11:55:00,371,Inactive >90 Days
15382,United Kingdom,Main,2,15,12,13733.550000000001,1144.4625,9178,2009-12-04 14:13:00,2011-11-25 10:58:00,722,Recently Active
15384,United Kingdom,Minimum,3,170,4,2027.79,506.9475,1767,2010-04-26 12:38:00,2011-06-23 10:57:00,424,Inactive >90 Days
15385,United Kingdom,Prospective,0,41,3,942.08,314.0266666666667,428,2010-01-31 13:02:00,2011-10-30 15:11:00,638,Recently Active
15386,United Kingdom,General,1,187,1,394.14,394.14,446,2011-06-06 13:47:00,2011-06-06 13:47:00,1,Inactive >90 Days
15387,United Kingdom,General,1,493,1,468.65,468.65,335,2010-08-04 16:05:00,2010-08-04 16:05:00,1,Inactive >90 Days
15388,Canada,General,1,271,1,140.54,140.54,88,2011-03-14 13:53:00,2011-03-14 13:53:00,1,Inactive >90 Days
15389,United Kingdom,Minimum,3,173,5,2733.8,546.76,3940,2010-01-27 12:44:00,2011-06-20 16:18:00,510,Inactive >90 Days
15390,Canada,Minimum,3,397,2,1216.66,608.33,894,2010-10-26 17:23:00,2010-11-08 15:19:00,14,Inactive >90 Days
15391,United Kingdom,General,1,585,1,289.87,289.87,109,2010-05-04 15:04:00,2010-05-04 15:04:00,1,Inactive >90 Days
15392,United Kingdom,Potential,4,5,7,2911.62,415.94571428571425,2144,2010-10-04 12:50:00,2011-12-05 11:01:00,428,Recently Active
15393,United Kingdom,Prospective,0,17,5,891.34,178.268,378,2009-12-15 17:56:00,2011-11-23 16:48:00,709,Recently Active
15394,United Kingdom,Potential,4,10,11,5286.8,480.6181818181818,2372,2009-12-15 19:05:00,2011-11-30 11:49:00,716,Recently Active
15395,United Kingdom,General,1,326,1,107.45,107.45,17,2011-01-18 12:40:00,2011-01-18 12:40:00,1,Inactive >90 Days
15396,United Kingdom,Minimum,3,113,2,796.38,398.19,278,2010-05-05 09:04:00,2011-08-19 10:56:00,472,Inactive >90 Days
15397,United Kingdom,General,1,290,1,94.0,94.0,20,2011-02-23 09:25:00,2011-02-23 09:25:00,1,Inactive >90 Days
15398,United Kingdom,Prospective,0,17,2,1345.53,672.765,769,2011-09-22 14:56:00,2011-11-23 16:47:00,63,Recently Active
15399,United Kingdom,Prospective,0,2,3,815.77,271.92333333333335,611,2011-09-21 15:57:00,2011-12-08 13:04:00,79,Recently Active
15400,United Kingdom,Potential,4,93,8,1302.3,162.7875,662,2010-05-28 08:33:00,2011-09-08 13:57:00,469,Inactive >90 Days
15401,United Kingdom,General,1,453,2,216.95,108.475,93,2010-05-20 10:56:00,2010-09-13 13:42:00,117,Inactive >90 Days
15402,United Kingdom,Minimum,3,149,6,1830.1200000000001,305.02000000000004,2033,2010-04-27 12:12:00,2011-07-14 12:17:00,444,Inactive >90 Days
15403,United Kingdom,General,1,492,2,170.88,85.44,492,2009-12-09 12:45:00,2010-08-05 12:21:00,240,Inactive >90 Days
15404,United Kingdom,General,1,376,1,257.06,257.06,334,2010-11-29 11:03:00,2010-11-29 11:03:00,1,Inactive >90 Days
15405,United Kingdom,Minimum,3,190,2,659.84,329.92,348,2010-05-12 15:56:00,2011-06-03 14:44:00,388,Inactive >90 Days
15406,United Kingdom,Prospective,0,32,4,975.87,243.9675,547,2010-09-12 13:06:00,2011-11-08 13:22:00,423,Recently Active
15407,United Kingdom,Prospective,0,34,4,1046.74,261.685,552,2011-02-07 13:18:00,2011-11-06 11:55:00,273,Recently Active
15408,United Kingdom,General,1,265,1,267.18,267.18,106,2011-03-20 15:02:00,2011-03-20 15:02:00,1,Inactive >90 Days
15409,United Kingdom,General,1,722,1,131.25,131.25,59,2009-12-18 15:35:00,2009-12-18 15:35:00,1,Inactive >90 Days
15410,United Kingdom,Potential,4,85,10,4685.72,468.572,1902,2010-04-19 08:57:00,2011-09-16 14:47:00,516,Recently Active
15411,United Kingdom,Prospective,0,27,4,1348.93,337.2325,529,2011-06-10 12:30:00,2011-11-13 15:19:00,157,Recently Active
15412,United Kingdom,General,1,172,1,190.53,190.53,108,2011-06-21 15:24:00,2011-06-21 15:24:00,1,Inactive >90 Days
15413,United Kingdom,Minimum,3,692,5,6798.72,1359.7440000000001,2694,2009-12-01 10:18:00,2010-01-17 11:33:00,48,Inactive >90 Days
15414,United Kingdom,Prospective,0,10,3,774.9000000000001,258.3,443,2011-04-11 13:45:00,2011-11-30 09:50:00,234,Recently Active
15415,United Kingdom,General,1,314,1,559.61,559.61,551,2011-01-30 14:13:00,2011-01-30 14:13:00,1,Inactive >90 Days
15416,United Kingdom,Potential,4,65,7,4572.82,653.26,2420,2010-02-01 11:55:00,2011-10-06 09:38:00,613,Recently Active
15417,United Kingdom,Prospective,0,86,1,508.8,508.8,284,2011-09-15 15:26:00,2011-09-15 15:26:00,1,Recently Active
15418,United Kingdom,General,1,426,2,449.42,224.71,264,2010-05-02 11:31:00,2010-10-10 13:38:00,162,Inactive >90 Days
15419,United Kingdom,Prospective,0,25,1,135.86,135.86,230,2011-11-15 09:23:00,2011-11-15 09:23:00,1,Recently Active
15420,United Kingdom,Minimum,3,435,6,743.0,123.83333333333333,844,2009-12-05 13:29:00,2010-10-01 15:46:00,301,Inactive >90 Days
15421,United Kingdom,Potential,4,59,10,3805.34,380.534,1927,2009-12-07 15:10:00,2011-10-12 09:20:00,675,Recently Active
15422,United Kingdom,Minimum,3,324,7,1619.97,231.42428571428573,710,2010-02-07 11:52:00,2011-01-20 16:17:00,348,Inactive >90 Days
15423,United Kingdom,Prospective,0,39,3,266.89,88.96333333333332,198,2010-03-28 13:42:00,2011-11-01 14:01:00,584,Recently Active
15424,United Kingdom,Minimum,3,255,3,597.78,199.26,873,2010-09-02 17:17:00,2011-03-30 13:02:00,210,Inactive >90 Days
15425,United Kingdom,Minimum,3,401,4,1941.1200000000001,485.28000000000003,1041,2010-02-14 12:36:00,2010-11-04 18:13:00,264,Inactive >90 Days
15426,United Kingdom,Potential,4,20,9,2156.35,239.59444444444443,1041,2010-05-02 15:10:00,2011-11-20 15:36:00,568,Recently Active
15427,United Kingdom,Prospective,0,34,3,1430.54,476.84666666666664,967,2011-10-23 14:47:00,2011-11-06 14:29:00,15,Recently Active
15428,United Kingdom,Prospective,0,16,4,762.75,190.6875,347,2009-12-17 17:46:00,2011-11-24 16:54:00,708,Recently Active
15429,United Kingdom,Prospective,0,27,2,397.35,198.675,380,2011-09-25 13:42:00,2011-11-13 12:28:00,50,Recently Active
15430,United Kingdom,Minimum,3,468,2,954.75,477.375,309,2010-06-29 15:04:00,2010-08-29 10:42:00,62,Inactive >90 Days
15431,United Kingdom,General,1,503,1,153.24,153.24,84,2010-07-25 12:44:00,2010-07-25 12:44:00,1,Inactive >90 Days
15432,United Kingdom,Prospective,0,24,2,320.76,160.38,92,2010-06-16 14:34:00,2011-11-16 16:30:00,519,Recently Active
15433,United Kingdom,General,1,214,2,533.3,266.65,534,2011-03-17 14:12:00,2011-05-10 10:45:00,55,Inactive >90 Days
15434,United Kingdom,Potential,4,9,11,2567.06,233.36909090909091,1423,2010-01-24 15:35:00,2011-12-01 13:33:00,677,Recently Active
15435,United Kingdom,Prospective,0,23,1,149.29,149.29,54,2011-11-17 16:39:00,2011-11-17 16:39:00,1,Recently Active
15436,United Kingdom,Prospective,0,13,3,1067.75,355.9166666666667,574,2011-04-19 16:52:00,2011-11-27 16:05:00,223,Recently Active
15437,United Kingdom,General,1,263,2,393.45,196.725,177,2010-03-09 10:45:00,2011-03-22 13:11:00,379,Inactive >90 Days
15438,United Kingdom,General,1,132,1,156.57999999999998,156.57999999999998,59,2011-07-31 14:19:00,2011-07-31 14:19:00,1,Inactive >90 Days
15439,United Kingdom,Minimum,3,405,4,1269.05,317.2625,572,2010-02-24 12:05:00,2010-10-31 10:38:00,250,Inactive >90 Days
15440,United Kingdom,Prospective,0,55,3,383.68,127.89333333333333,197,2011-05-15 11:30:00,2011-10-16 12:16:00,155,Recently Active
15441,United Kingdom,Minimum,3,397,3,1254.21,418.07,587,2009-12-09 14:55:00,2010-11-08 15:50:00,335,Inactive >90 Days
15442,United Kingdom,General,1,249,1,594.0,594.0,120,2011-04-05 12:24:00,2011-04-05 12:24:00,1,Inactive >90 Days
15443,United Kingdom,Main,2,2,14,5114.2300000000005,365.3021428571429,2699,2010-03-07 12:10:00,2011-12-08 10:40:00,642,Recently Active
15444,United Kingdom,Prospective,0,10,2,1411.21,705.605,759,2011-10-30 16:12:00,2011-11-30 17:37:00,32,Recently Active
15445,United Kingdom,General,1,265,2,284.5,142.25,118,2010-04-28 15:00:00,2011-03-20 15:06:00,327,Inactive >90 Days
15446,United Kingdom,General,1,377,3,396.75,132.25,262,2009-12-13 13:53:00,2010-11-28 11:59:00,351,Inactive >90 Days
15447,United Kingdom,Minimum,3,331,5,492.88,98.576,228,2010-03-24 14:40:00,2011-01-13 11:26:00,296,Inactive >90 Days
15448,United Kingdom,Minimum,3,313,2,788.8100000000001,394.40500000000003,487,2010-02-03 13:29:00,2011-01-31 10:42:00,363,Inactive >90 Days
15449,United Kingdom,Prospective,0,27,3,974.52,324.84,812,2011-03-23 10:43:00,2011-11-13 15:02:00,236,Recently Active
15450,United Kingdom,Prospective,0,31,1,429.84,429.84,376,2011-11-09 17:11:00,2011-11-09 17:11:00,1,Recently Active
15451,United Kingdom,General,1,435,2,226.86,113.43,76,2010-04-19 14:08:00,2010-10-01 13:40:00,166,Inactive >90 Days
15452,United Kingdom,Potential,4,30,6,1785.1100000000001,297.5183333333334,1087,2010-07-16 14:23:00,2011-11-10 12:13:00,483,Recently Active
15453,United Kingdom,Potential,4,2,7,1371.77,195.96714285714285,837,2011-06-05 12:37:00,2011-12-08 10:59:00,187,Recently Active
15454,United Kingdom,General,1,363,2,303.89,151.945,141,2010-03-31 13:15:00,2010-12-12 14:21:00,257,Inactive >90 Days
15455,United Kingdom,General,1,598,1,38.25,38.25,3,2010-04-21 12:43:00,2010-04-21 12:43:00,1,Inactive >90 Days
15456,United Kingdom,Minimum,3,284,10,2091.52,209.152,2727,2009-12-08 12:54:00,2011-03-01 13:51:00,449,Inactive >90 Days
15457,United Kingdom,General,1,263,1,237.07,237.07,132,2011-03-22 15:31:00,2011-03-22 15:31:00,1,Inactive >90 Days
15458,United Kingdom,Prospective,0,26,2,370.44,185.22,300,2010-11-02 19:50:00,2011-11-14 13:08:00,378,Recently Active
15459,United Kingdom,General,1,418,2,202.83,101.415,121,2010-07-30 14:31:00,2010-10-18 15:25:00,81,Inactive >90 Days
15460,United Kingdom,General,1,355,1,214.26,214.26,107,2010-12-20 16:08:00,2010-12-20 16:08:00,1,Inactive >90 Days
15461,United Kingdom,General,1,461,2,429.7,214.85,230,2010-03-18 12:40:00,2010-09-05 12:31:00,172,Inactive >90 Days
15462,United Kingdom,Minimum,3,95,4,737.05,184.2625,495,2010-09-20 10:23:00,2011-09-06 13:11:00,352,Inactive >90 Days
15463,United Kingdom,Prospective,0,30,1,126.14,126.14,106,2011-11-10 12:57:00,2011-11-10 12:57:00,1,Recently Active
15464,United Kingdom,Minimum,3,339,1,1044.65,1044.65,348,2011-01-05 15:56:00,2011-01-05 15:56:00,1,Inactive >90 Days
15465,United Kingdom,Main,2,20,32,12100.4,378.1375,2638,2009-12-10 09:42:00,2011-11-20 10:11:00,711,Recently Active
15466,United Kingdom,Minimum,3,86,4,1560.46,390.115,941,2009-12-03 12:28:00,2011-09-15 14:08:00,652,Recently Active
15467,United Kingdom,Prospective,0,10,3,524.88,174.96,310,2011-07-10 14:42:00,2011-11-30 14:17:00,144,Recently Active
15468,United Kingdom,Prospective,0,52,3,1430.48,476.82666666666665,1400,2010-11-12 09:39:00,2011-10-19 13:49:00,342,Recently Active
15469,United Kingdom,Prospective,0,51,3,874.25,291.4166666666667,287,2010-09-27 10:09:00,2011-10-20 16:21:00,389,Recently Active
15470,United Kingdom,General,1,576,1,63.419999999999995,63.419999999999995,232,2010-05-13 09:35:00,2010-05-13 09:35:00,1,Inactive >90 Days
15471,United Kingdom,Prospective,0,3,3,1292.01,430.67,670,2010-06-07 12:17:00,2011-12-07 14:12:00,549,Recently Active
15472,United Kingdom,General,1,114,1,371.56,371.56,251,2011-08-18 15:17:00,2011-08-18 15:17:00,1,Inactive >90 Days
15473,United Kingdom,Potential,4,15,8,2046.0,255.75,776,2010-09-21 09:14:00,2011-11-25 15:15:00,431,Recently Active
15474,United Kingdom,General,1,596,1,150.35,150.35,55,2010-04-23 11:14:00,2010-04-23 11:14:00,1,Inactive >90 Days
15475,United Kingdom,Prospective,0,78,1,454.11,454.11,319,2011-09-23 15:20:00,2011-09-23 15:20:00,1,Recently Active
15476,United Kingdom,Minimum,3,381,4,2209.98,552.495,1174,2010-09-23 14:00:00,2010-11-24 15:17:00,63,Inactive >90 Days
15477,United Kingdom,General,1,650,1,368.4,368.4,216,2010-02-28 10:37:00,2010-02-28 10:37:00,1,Inactive >90 Days
15478,United Kingdom,Prospective,0,41,3,1940.98,646.9933333333333,844,2010-05-13 18:49:00,2011-10-30 14:19:00,536,Recently Active
15479,United Kingdom,General,1,734,1,147.4,147.4,38,2009-12-06 15:08:00,2009-12-06 15:08:00,1,Inactive >90 Days
15480,Malta,Minimum,3,117,3,3592.25,1197.4166666666667,1850,2010-02-01 14:52:00,2011-08-15 14:32:00,561,Inactive >90 Days
15481,Norway,Minimum,3,402,1,1993.34,1993.34,1450,2010-11-03 14:52:00,2010-11-03 14:52:00,1,Inactive >90 Days
15482,United Kingdom,Main,2,16,18,14377.36,798.7422222222223,6515,2009-12-02 16:59:00,2011-11-24 10:46:00,723,Recently Active
15483,United Kingdom,Minimum,3,162,10,810.68,81.068,871,2010-01-24 15:42:00,2011-07-01 13:07:00,524,Inactive >90 Days
15484,United Kingdom,Potential,4,2,6,4652.1,775.35,4074,2009-12-05 15:18:00,2011-12-08 15:03:00,734,Recently Active
15485,United Kingdom,Potential,4,31,7,4810.92,687.2742857142857,2153,2009-12-01 17:31:00,2011-11-09 14:31:00,709,Recently Active
15486,United Kingdom,General,1,528,1,102.0,102.0,40,2010-06-30 13:15:00,2010-06-30 13:15:00,1,Inactive >90 Days
15487,United Kingdom,General,1,680,1,231.32,231.32,144,2010-01-29 12:07:00,2010-01-29 12:07:00,1,Inactive >90 Days
15488,United Kingdom,Minimum,3,93,5,431.92,86.384,251,2010-05-05 13:03:00,2011-09-08 10:11:00,492,Inactive >90 Days
15489,United Kingdom,Potential,4,23,8,2419.61,302.45125,1264,2010-01-15 16:58:00,2011-11-17 08:53:00,672,Recently Active
15490,United Kingdom,General,1,431,1,210.85,210.85,82,2010-10-05 13:11:00,2010-10-05 13:11:00,1,Inactive >90 Days
15491,United Kingdom,Potential,4,96,6,3100.09,516.6816666666667,1646,2011-04-18 10:04:00,2011-09-05 15:56:00,141,Inactive >90 Days
15492,United Kingdom,Prospective,0,29,2,659.46,329.73,483,2011-09-26 14:02:00,2011-11-11 14:53:00,47,Recently Active
15493,United Kingdom,Potential,4,33,9,4113.19,457.02111111111105,1205,2010-02-23 11:14:00,2011-11-07 12:04:00,623,Recently Active
15494,United Kingdom,Potential,4,22,5,3702.6,740.52,3052,2009-12-10 20:16:00,2011-11-18 14:51:00,709,Recently Active
15495,United Kingdom,General,1,380,1,246.5,246.5,194,2010-11-25 13:46:00,2010-11-25 13:46:00,1,Inactive >90 Days
15496,United Kingdom,General,1,632,1,146.14,146.14,98,2010-03-18 13:16:00,2010-03-18 13:16:00,1,Inactive >90 Days
15497,United Kingdom,Potential,4,18,9,8657.39,961.9322222222222,2937,2009-12-18 15:08:00,2011-11-22 11:51:00,705,Recently Active
15498,United Kingdom,Main,2,3,44,24972.86,567.565,12134,2009-12-16 17:27:00,2011-12-07 12:48:00,722,Recently Active
15499,United Kingdom,General,1,724,1,158.65,158.65,59,2009-12-16 12:17:00,2009-12-16 12:17:00,1,Inactive >90 Days
15500,United Kingdom,Prospective,0,9,4,1131.56,282.89,572,2011-09-19 13:47:00,2011-12-01 13:47:00,74,Recently Active
15501,United Kingdom,General,1,405,2,399.95,199.975,205,2010-10-20 12:47:00,2010-10-31 11:15:00,12,Inactive >90 Days
15502,United Kingdom,Main,2,16,12,9542.92,795.2433333333333,5555,2010-06-03 11:12:00,2011-11-24 12:48:00,540,Recently Active
15503,United Kingdom,General,1,363,2,257.3,128.65,130,2009-12-13 11:34:00,2010-12-12 10:57:00,365,Inactive >90 Days
15504,United Kingdom,Prospective,0,82,4,391.45,97.8625,138,2010-02-12 12:34:00,2011-09-19 13:45:00,585,Recently Active
15505,United Kingdom,Potential,4,53,5,3610.96,722.192,2390,2011-07-07 13:33:00,2011-10-18 07:56:00,104,Recently Active
15506,United Kingdom,Potential,4,23,6,2030.33,338.3883333333333,1637,2010-08-19 12:38:00,2011-11-17 12:11:00,456,Recently Active
15507,United Kingdom,General,1,172,1,475.86,475.86,160,2011-06-21 11:19:00,2011-06-21 11:19:00,1,Inactive >90 Days
15508,United Kingdom,Minimum,3,190,6,1000.27,166.71166666666667,440,2011-04-18 15:31:00,2011-06-03 15:43:00,47,Inactive >90 Days
15509,United Kingdom,General,1,381,1,152.41,152.41,58,2010-11-24 14:48:00,2010-11-24 14:48:00,1,Inactive >90 Days
15510,United Kingdom,General,1,331,1,250.0,250.0,2,2011-01-13 12:10:00,2011-01-13 12:10:00,1,Inactive >90 Days
15511,United Kingdom,Prospective,0,12,5,900.53,180.106,269,2011-09-15 15:05:00,2011-11-28 09:43:00,75,Recently Active
15512,United Kingdom,Minimum,3,156,4,331.58,82.895,235,2010-02-01 13:23:00,2011-07-07 10:20:00,522,Inactive >90 Days
15513,United Kingdom,Main,2,34,35,26437.05,755.3442857142857,10477,2010-01-13 14:59:00,2011-11-06 14:36:00,663,Recently Active
15514,United Kingdom,Main,2,13,18,6388.28,354.90444444444444,4069,2009-12-04 16:37:00,2011-11-27 14:40:00,724,Recently Active
15515,United Kingdom,General,1,388,1,171.81,171.81,131,2010-11-17 13:39:00,2010-11-17 13:39:00,1,Inactive >90 Days
15516,United Kingdom,Prospective,0,45,3,62.43,20.81,27,2011-10-24 11:33:00,2011-10-26 10:51:00,3,Recently Active
15517,United Kingdom,General,1,234,1,267.03,267.03,293,2011-04-20 14:02:00,2011-04-20 14:02:00,1,Inactive >90 Days
15518,United Kingdom,Potential,4,65,15,4189.99,279.3326666666666,2810,2009-12-20 12:21:00,2011-10-06 13:05:00,656,Recently Active
15519,United Kingdom,General,1,384,2,344.61,172.305,116,2010-09-19 13:57:00,2010-11-21 14:35:00,64,Inactive >90 Days
15520,United Kingdom,Prospective,0,2,1,343.5,343.5,314,2011-12-08 10:58:00,2011-12-08 10:58:00,1,Recently Active
15521,United Kingdom,Potential,4,41,16,7087.64,442.9775,4504,2010-01-05 10:19:00,2011-10-30 13:42:00,664,Recently Active
15522,United Kingdom,Prospective,0,33,2,397.99,198.995,572,2011-09-13 12:26:00,2011-11-07 11:26:00,56,Recently Active
15523,United Kingdom,Main,2,85,16,17259.19,1078.699375,15633,2009-12-02 15:16:00,2011-09-16 16:29:00,654,Recently Active
15524,United Kingdom,Prospective,0,25,2,591.4,295.7,28,2010-04-12 09:19:00,2011-11-15 12:09:00,583,Recently Active
15525,United Kingdom,Prospective,0,3,4,887.72,221.93,525,2010-11-22 12:10:00,2011-12-07 14:43:00,381,Recently Active
15526,United Kingdom,Prospective,0,34,2,148.44,74.22,24,2011-11-06 15:01:00,2011-11-06 15:04:00,1,Recently Active
15527,United Kingdom,Main,2,19,23,5554.04,241.48,2210,2009-12-15 17:31:00,2011-11-21 12:17:00,707,Recently Active
15528,United Kingdom,General,1,255,1,229.33,229.33,123,2011-03-30 16:14:00,2011-03-30 16:14:00,1,Inactive >90 Days
15529,United Kingdom,Potential,4,23,12,4781.11,398.4258333333333,4270,2010-11-10 14:26:00,2011-11-17 11:29:00,373,Recently Active
15530,United Kingdom,Potential,4,22,5,1808.68,361.736,1328,2010-07-15 11:10:00,2011-11-18 12:25:00,492,Recently Active
15531,United Kingdom,Prospective,0,9,2,1972.39,986.195,1085,2011-11-09 17:47:00,2011-12-01 18:43:00,23,Recently Active
15532,United Kingdom,Potential,4,26,10,3717.2000000000003,371.72,1328,2010-06-08 14:52:00,2011-11-14 14:51:00,525,Recently Active
15533,United Kingdom,Prospective,0,20,3,807.57,269.19,289,2011-09-11 15:41:00,2011-11-20 15:35:00,71,Recently Active
15534,United Kingdom,General,1,726,1,162.25,162.25,63,2009-12-14 12:48:00,2009-12-14 12:48:00,1,Inactive >90 Days
15535,United Kingdom,Minimum,3,174,6,1044.37,174.06166666666664,314,2010-09-16 20:04:00,2011-06-19 16:02:00,277,Inactive >90 Days
15536,United Kingdom,General,1,410,1,259.09,259.09,242,2010-10-26 16:31:00,2010-10-26 16:31:00,1,Inactive >90 Days
15537,United Kingdom,General,1,164,1,110.92,110.92,29,2011-06-29 13:10:00,2011-06-29 13:10:00,1,Inactive >90 Days
15538,United Kingdom,Minimum,3,538,6,3358.4,559.7333333333333,1016,2010-02-14 12:38:00,2010-06-20 10:49:00,127,Inactive >90 Days
15539,United Kingdom,Prospective,0,8,1,538.46,538.46,410,2011-12-02 13:36:00,2011-12-02 13:36:00,1,Recently Active
