InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,Revenue,InvoiceDate,CustomerID,Country
529504,22601,CHRISTMAS RETROSPOT ANGEL WOOD,Christmas & Seasonal,1,1.66,1.66,2010-10-28 14:19:00,,United Kingdom
529504,22196,SMALL HEART MEASURING SPOONS,Home Decor,1,1.66,1.66,2010-10-28 14:19:00,,United Kingdom
529507,22736,RIBBON REEL MAKING SNOWMEN,Other Homeware,10,1.65,16.5,2010-10-28 14:29:00,16129,United Kingdom
529507,22573,STAR WOODEN CHRISTMAS DECORATION,Christmas & Seasonal,12,0.85,10.2,2010-10-28 14:29:00,16129,United Kingdom
529509,22061,LARGE CAKE STAND  HANGING STRAWBERY,Kitchen & Dining,2,9.95,19.9,2010-10-28 14:39:00,13126,United Kingdom
529510,22653,BUTTON BOX,Other Homeware,10,1.95,19.5,2010-10-28 14:40:00,14911,EIRE
529510,22236,CAKE STAND 3 TIER MAGIC GARDEN,Kitchen & Dining,2,12.75,25.5,2010-10-28 14:40:00,14911,EIRE
529512,21733,RED HANGING HEART T-LIGHT HOLDER,Lighting & Candles,64,2.55,163.2,2010-10-28 14:50:00,14134,United Kingdom
529515,22112,CHOCOLATE HOT WATER BOTTLE,Kitchen & Dining,6,4.95,29.700000000000003,2010-10-28 15:13:00,13019,United Kingdom
529516,22633,HAND WARMER UNION JACK,Other Homeware,12,2.1,25.200000000000003,2010-10-28 15:17:00,13317,United Kingdom
529518,22023,EMPIRE BIRTHDAY CARD,Stationery & Paper,24,0.42,10.08,2010-10-28 15:29:00,17853,United Kingdom
529532,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Christmas & Seasonal,12,2.55,30.599999999999998,2010-10-28 16:25:00,14294,United Kingdom
529547,20725,LUNCH BAG RED RETROSPOT,Bags & Storage,10,1.65,16.5,2010-10-28 17:13:00,14276,United Kingdom
529553,22381,TOY TIDY PINK POLKADOT,Toys & Children,50,1.85,92.5,2010-10-28 17:35:00,16839,United Kingdom
529567,22725,ALARM CLOCK BAKELIKE CHOCOLATE,Home Decor,4,3.75,15.0,2010-10-28 18:23:00,18229,United Kingdom
529573,21158,MOODY GIRL DOOR HANGER,Other Homeware,2,1.45,2.9,2010-10-28 18:54:00,16242,United Kingdom
529573,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Christmas & Seasonal,6,2.55,15.299999999999999,2010-10-28 18:54:00,16242,United Kingdom
529573,22789,T-LIGHT HOLDER SWEETHEART HANGING,Lighting & Candles,4,1.95,7.8,2010-10-28 18:54:00,16242,United Kingdom
529582,22320,BIRDS MOBILE VINTAGE DESIGN,Home Decor,2,5.95,11.9,2010-10-28 19:20:00,14481,United Kingdom
529586,21447,12 IVORY ROSE PEG PLACE SETTINGS,Bags & Storage,1,1.25,1.25,2010-10-28 19:41:00,16780,United Kingdom
529587,22382,LUNCH BAG SPACEBOY DESIGN,Bags & Storage,1,1.65,1.65,2010-10-28 19:51:00,13780,United Kingdom
529588,20828,GLITTER BUTTERFLY CLIPS,Other Homeware,3,2.55,7.6499999999999995,2010-10-28 19:52:00,16905,United Kingdom
529590,20668,DISCO BALL CHRISTMAS DECORATION,Christmas & Seasonal,48,0.12,5.76,2010-10-28 20:03:00,17974,United Kingdom
529593,20677,PINK POLKADOT BOWL,Kitchen & Dining,16,1.25,20.0,2010-10-29 08:23:00,12921,United Kingdom
529597,22726,ALARM CLOCK BAKELIKE GREEN,Home Decor,4,3.75,15.0,2010-10-29 08:48:00,17675,United Kingdom
529598,22952,60 CAKE CASES VINTAGE CHRISTMAS,Christmas & Seasonal,120,0.42,50.4,2010-10-29 09:36:00,13078,United Kingdom
529600,21982,PACK OF 12 SUKI TISSUES,Other Homeware,24,0.29,6.959999999999999,2010-10-29 09:43:00,14194,United Kingdom
529601,20676,RED RETROSPOT BOWL,Kitchen & Dining,8,1.25,10.0,2010-10-29 09:44:00,12651,France
529604,22379,RECYCLING BAG RETROSPOT,Bags & Storage,10,2.1,21.0,2010-10-29 10:17:00,15078,United Kingdom
529609,48173C,DOORMAT BLACK FLOCK,Home Decor,27,6.75,182.25,2010-10-29 10:31:00,14088,United Kingdom
529611,22848,BREAD BIN DINER STYLE PINK,Other Homeware,1,16.95,16.95,2010-10-29 10:39:00,17690,United Kingdom
529611,21875,KINGS CHOICE MUG,Kitchen & Dining,12,1.25,15.0,2010-10-29 10:39:00,17690,United Kingdom
529616,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Christmas & Seasonal,10,2.95,29.5,2010-10-29 11:00:00,14901,United Kingdom
529616,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Christmas & Seasonal,6,2.95,17.700000000000003,2010-10-29 11:00:00,14901,United Kingdom
529618,84946,ANTIQUE SILVER TEA GLASS ETCHED,Other Homeware,36,1.25,45.0,2010-10-29 11:32:00,13767,United Kingdom
529621,85084,HOLLY TOP CHRISTMAS STOCKING,Christmas & Seasonal,5,0.85,4.25,2010-10-29 11:39:00,15570,United Kingdom
529622,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Christmas & Seasonal,12,2.55,30.599999999999998,2010-10-29 11:42:00,13815,Germany
529709,22154,ANGEL DECORATION 3 BUTTONS,Home Decor,288,0.36,103.67999999999999,2010-10-29 13:03:00,15513,United Kingdom
529712,21868,POTTING SHED TEA MUG,Bags & Storage,72,1.06,76.32000000000001,2010-10-29 13:20:00,17821,United Kingdom
529714,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,Lighting & Candles,3,1.25,3.75,2010-10-29 13:26:00,18025,United Kingdom
529718,22755,SMALL PURPLE BABUSHKA NOTEBOOK,Stationery & Paper,1,0.85,0.85,2010-10-29 13:44:00,,United Kingdom
529720,22355,CHARLOTTE BAG SUKI DESIGN,Bags & Storage,10,0.85,8.5,2010-10-29 13:58:00,12705,Germany
529723,22753,SMALL YELLOW BABUSHKA NOTEBOOK,Stationery & Paper,12,0.85,10.2,2010-10-29 14:11:00,13282,United Kingdom
529727,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",Garden & Outdoor,1,1.66,1.66,2010-10-29 14:12:00,,United Kingdom
529727,21284,RETROSPOT CANDLE  SMALL,Lighting & Candles,1,3.36,3.36,2010-10-29 14:12:00,,United Kingdom
529727,21555,CERAMIC STRAWBERRY TRINKET TRAY,Other Homeware,1,5.06,5.06,2010-10-29 14:12:00,,United Kingdom
529727,35095B,RED VICTORIAN FABRIC OVAL BOX,Other Homeware,1,0.84,0.84,2010-10-29 14:12:00,,United Kingdom
529727,22311,OFFICE MUG WARMER BLACK+SILVER,Kitchen & Dining,2,5.91,11.82,2010-10-29 14:12:00,,United Kingdom
529727,22867,HAND WARMER BIRD DESIGN,Home Decor,4,4.21,16.84,2010-10-29 14:12:00,,United Kingdom
529746,21082,SET/20 FRUIT SALAD PAPER NAPKINS,Kitchen & Dining,1,2.51,2.51,2010-10-29 14:18:00,,United Kingdom
529746,84987,SET OF 36 TEATIME PAPER DOILIES,Stationery & Paper,1,3.83,3.83,2010-10-29 14:18:00,,United Kingdom
529748,22518,CHILDS GARDEN BRUSH BLUE,Garden & Outdoor,1,4.21,4.21,2010-10-29 14:19:00,,United Kingdom
529763,22834,HAND WARMER BABUSHKA DESIGN,Home Decor,1,2.1,2.1,2010-10-29 15:00:00,14081,United Kingdom
529763,22715,CARD WEDDING DAY,Stationery & Paper,12,0.42,5.04,2010-10-29 15:00:00,14081,United Kingdom
529763,22039,BOTANICAL LILY GIFT WRAP,Stationery & Paper,25,0.42,10.5,2010-10-29 15:00:00,14081,United Kingdom
529763,21539,RED RETROSPOT BUTTER DISH,Other Homeware,1,4.95,4.95,2010-10-29 15:00:00,14081,United Kingdom
529763,22024,RAINY LADIES BIRTHDAY CARD,Stationery & Paper,12,0.42,5.04,2010-10-29 15:00:00,14081,United Kingdom
529763,21498,RED RETROSPOT WRAP,Stationery & Paper,25,0.42,10.5,2010-10-29 15:00:00,14081,United Kingdom
529763,22650,CERAMIC PIRATE CHEST MONEY BANK,Other Homeware,4,1.45,5.8,2010-10-29 15:00:00,14081,United Kingdom
529786,20677,PINK POLKADOT BOWL,Kitchen & Dining,72,1.06,76.32000000000001,2010-10-29 15:32:00,,RSA
529789,22417,PACK OF 60 SPACEBOY CAKE CASES,Kitchen & Dining,5,0.55,2.75,2010-10-29 15:48:00,12838,United Kingdom
529789,21790,VINTAGE SNAP CARDS,Stationery & Paper,5,0.85,4.25,2010-10-29 15:48:00,12838,United Kingdom
529790,22760,"TRAY, BREAKFAST IN BED",Other Homeware,1,12.75,12.75,2010-10-29 15:49:00,,United Kingdom
529791,22487,WHITE WOOD GARDEN PLANT LADDER,Garden & Outdoor,4,8.5,34.0,2010-10-29 15:56:00,17109,United Kingdom
529798,22751,FELTCRAFT PRINCESS OLIVIA DOLL,Toys & Children,5,3.75,18.75,2010-10-29 17:33:00,16231,United Kingdom
529799,21810,CHRISTMAS HANGING STAR WITH BELL,Christmas & Seasonal,12,1.25,15.0,2010-10-31 10:03:00,16756,United Kingdom
529805,22659,LUNCH BOX I LOVE LONDON,Bags & Storage,15,1.95,29.25,2010-10-31 10:42:00,17376,United Kingdom
529812,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,Lighting & Candles,16,0.65,10.4,2010-10-31 11:08:00,14769,United Kingdom
529813,21363,HOME SMALL WOOD LETTERS,Other Homeware,1,4.95,4.95,2010-10-31 11:09:00,13888,United Kingdom
529813,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,Kitchen & Dining,1,0.85,0.85,2010-10-31 11:09:00,13888,United Kingdom
529813,22674,FRENCH TOILET SIGN BLUE METAL,Home Decor,5,1.25,6.25,2010-10-31 11:09:00,13888,United Kingdom
529823,85114B,IVORY ENCHANTED FOREST PLACEMAT,Other Homeware,6,1.65,9.899999999999999,2010-10-31 11:39:00,17609,United Kingdom
529839,22738,RIBBON REEL SNOWY VILLAGE,Other Homeware,10,1.65,16.5,2010-10-31 12:36:00,16003,United Kingdom
529839,22698,PINK REGENCY TEACUP AND SAUCER,Kitchen & Dining,6,2.95,17.700000000000003,2010-10-31 12:36:00,16003,United Kingdom
529841,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Lighting & Candles,24,2.95,70.80000000000001,2010-10-31 12:41:00,14918,United Kingdom
529843,21175,GIN + TONIC DIET METAL SIGN,Home Decor,3,2.1,6.300000000000001,2010-10-31 12:56:00,16065,United Kingdom
529843,22862,LOVE HEART NAPKIN BOX,Kitchen & Dining,1,4.25,4.25,2010-10-31 12:56:00,16065,United Kingdom
529843,22705,WRAP GREEN PEARS,Stationery & Paper,25,0.42,10.5,2010-10-31 12:56:00,16065,United Kingdom
529845,22357,KINGS CHOICE BISCUIT TIN,Bags & Storage,1,4.25,4.25,2010-10-31 13:12:00,14040,United Kingdom
529846,22242,5 HOOK HANGER MAGIC TOADSTOOL,Other Homeware,12,1.65,19.799999999999997,2010-10-31 13:14:00,13001,United Kingdom
529847,21932,SCANDINAVIAN PAISLEY PICNIC BAG,Bags & Storage,1,2.95,2.95,2010-10-31 13:23:00,13050,United Kingdom
529847,22619,SET OF 6 SOLDIER SKITTLES,Other Homeware,3,3.75,11.25,2010-10-31 13:23:00,13050,United Kingdom
529888,21213,PACK OF 72 SKULL CAKE CASES,Kitchen & Dining,4,0.55,2.2,2010-10-31 14:06:00,16595,United Kingdom
529888,20728,LUNCH BAG CARS BLUE,Bags & Storage,1,1.65,1.65,2010-10-31 14:06:00,16595,United Kingdom
529888,21621,VINTAGE UNION JACK BUNTING,Bags & Storage,1,8.5,8.5,2010-10-31 14:06:00,16595,United Kingdom
529888,21587,COSY HOUR GIANT TUBE MATCHES,Other Homeware,3,2.55,7.6499999999999995,2010-10-31 14:06:00,16595,United Kingdom
529899,21524,DOORMAT SPOTTY HOME SWEET HOME,Home Decor,2,7.95,15.9,2010-10-31 14:09:00,15535,United Kingdom
529915,48187,DOORMAT NEW ENGLAND,Home Decor,2,7.95,15.9,2010-10-31 14:14:00,15675,United Kingdom
529924,84992,72 SWEETHEART FAIRY CAKE CASES,Kitchen & Dining,24,0.55,13.200000000000001,2010-10-31 14:20:00,12347,Iceland
529934,21527,RED RETROSPOT TRADITIONAL TEAPOT,Kitchen & Dining,2,7.95,15.9,2010-10-31 14:25:00,14415,United Kingdom
529935,22575,METAL MERRY CHRISTMAS WREATH,Christmas & Seasonal,4,1.95,7.8,2010-10-31 14:40:00,17449,United Kingdom
529935,21363,HOME SMALL WOOD LETTERS,Other Homeware,1,4.95,4.95,2010-10-31 14:40:00,17449,United Kingdom
529936,22114,HOT WATER BOTTLE TEA AND SYMPATHY,Kitchen & Dining,2,3.95,7.9,2010-10-31 14:42:00,17085,United Kingdom
529938,22699,ROSES REGENCY TEACUP AND SAUCER,Kitchen & Dining,6,2.95,17.700000000000003,2010-10-31 14:49:00,13267,United Kingdom
529958,22601,CHRISTMAS RETROSPOT ANGEL WOOD,Christmas & Seasonal,12,0.85,10.2,2010-10-31 15:09:00,12708,Germany
529958,21668,RED STRIPE CERAMIC DRAWER KNOB,Other Homeware,12,1.25,15.0,2010-10-31 15:09:00,12708,Germany
529985,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,Christmas & Seasonal,10,1.65,16.5,2010-10-31 15:39:00,14286,United Kingdom
529988,22652,TRAVEL SEWING KIT,Other Homeware,10,1.65,16.5,2010-10-31 15:58:00,18226,United Kingdom
529990,85177,BASKET OF FLOWERS SEWING KIT,Bags & Storage,6,0.85,5.1,2010-10-31 16:16:00,14505,United Kingdom
529990,22549,PICTURE DOMINOES,Other Homeware,1,1.45,1.45,2010-10-31 16:16:00,14505,United Kingdom
529994,21017,RED BIRD HOUSE TREE DECORATION,Home Decor,3,0.85,2.55,2010-10-31 16:26:00,16984,United Kingdom
529996,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,Other Homeware,1,1.25,1.25,2010-11-01 08:57:00,,United Kingdom
530000,22659,LUNCH BOX I LOVE LONDON,Bags & Storage,2,2.51,5.02,2010-11-01 09:13:00,,United Kingdom
530014,21929,JUMBO BAG PINK VINTAGE PAISLEY,Bags & Storage,2,1.95,3.9,2010-11-01 10:37:00,17238,United Kingdom
530015,22301,COFFEE MUG CAT + BIRD DESIGN,Kitchen & Dining,12,2.55,30.599999999999998,2010-11-01 10:42:00,15365,United Kingdom
530015,85199S,SMALL HANGING IVORY/RED WOOD BIRD,Home Decor,24,0.42,10.08,2010-11-01 10:42:00,15365,United Kingdom
530060,21042,RED RETROSPOT APRON,Other Homeware,1,12.72,12.72,2010-11-01 11:35:00,,United Kingdom
530060,22951,60 CAKE CASES DOLLY GIRL DESIGN,Kitchen & Dining,3,1.28,3.84,2010-11-01 11:35:00,,United Kingdom
530060,22494,EMERGENCY FIRST AID TIN,Bags & Storage,1,2.51,2.51,2010-11-01 11:35:00,,United Kingdom
530061,20725,LUNCH BAG RED RETROSPOT,Bags & Storage,10,1.65,16.5,2010-11-01 11:36:00,13115,United Kingdom
530061,21495,SKULLS AND CROSSBONES WRAP,Stationery & Paper,25,0.42,10.5,2010-11-01 11:36:00,13115,United Kingdom
530061,20702,PINK PADDED MOBILE,Other Homeware,3,4.25,12.75,2010-11-01 11:36:00,13115,United Kingdom
530067,22747,POPPY'S PLAYHOUSE BATHROOM,Toys & Children,1,2.1,2.1,2010-11-01 11:53:00,16960,United Kingdom
530067,21519,GIN & TONIC DIET GREETING CARD,Bags & Storage,12,0.42,5.04,2010-11-01 11:53:00,16960,United Kingdom
530067,21058,PARTY INVITES WOODLAND,Party & Celebration,3,0.85,2.55,2010-11-01 11:53:00,16960,United Kingdom
530070,22534,MAGIC DRAWING SLATE SPACEBOY,Toys & Children,1,0.42,0.42,2010-11-01 11:59:00,16876,United Kingdom
530070,22614,PACK OF 12 SPACEBOY TISSUES,Toys & Children,12,0.29,3.4799999999999995,2010-11-01 11:59:00,16876,United Kingdom
530071,22692,DOORMAT WELCOME TO OUR HOME,Home Decor,2,7.95,15.9,2010-11-01 12:08:00,15039,United Kingdom
530071,21163,DO NOT TOUCH MY STUFF DOOR HANGER,Other Homeware,2,1.45,2.9,2010-11-01 12:08:00,15039,United Kingdom
530073,22092,BLUE PAISLEY TISSUE BOX,Other Homeware,1,1.25,1.25,2010-11-01 12:22:00,15958,United Kingdom
530083,18098C,PORCELAIN BUTTERFLY OIL BURNER,Other Homeware,6,2.95,17.700000000000003,2010-11-01 13:04:00,13148,United Kingdom
530083,21533,RETROSPOT LARGE MILK JUG,Kitchen & Dining,3,4.95,14.850000000000001,2010-11-01 13:04:00,13148,United Kingdom
530085,46000S,POLYESTER FILLER PAD 40x40cm,Other Homeware,5,1.45,7.25,2010-11-01 13:26:00,17315,United Kingdom
530085,21380,WOODEN HAPPY BIRTHDAY GARLAND,Party & Celebration,1,2.95,2.95,2010-11-01 13:26:00,17315,United Kingdom
530085,85055,FRENCH ENAMEL UTENSIL HOLDER,Lighting & Candles,1,3.75,3.75,2010-11-01 13:26:00,17315,United Kingdom
530087,22949,36 DOILIES DOLLY GIRL,Toys & Children,12,1.45,17.4,2010-11-01 13:33:00,16732,United Kingdom
530087,22942,CHRISTMAS LIGHTS 10 SANTAS,Christmas & Seasonal,4,8.5,34.0,2010-11-01 13:33:00,16732,United Kingdom
530087,22449,SILK PURSE BABUSHKA PINK,Jewellery & Accessories,6,3.35,20.1,2010-11-01 13:33:00,16732,United Kingdom
530087,22474,SPACEBOY TV DINNER TRAY,Toys & Children,3,4.95,14.850000000000001,2010-11-01 13:33:00,16732,United Kingdom
530089,21469,POLKA DOT RAFFIA FOOD COVER,Other Homeware,1,3.75,3.75,2010-11-01 13:41:00,16916,United Kingdom
530091,20718,RED RETROSPOT SHOPPER BAG,Bags & Storage,10,1.25,12.5,2010-11-01 13:46:00,13975,United Kingdom
530115,21328,BALLOONS  WRITING SET,Bags & Storage,1,1.65,1.65,2010-11-01 14:22:00,17190,United Kingdom
530115,21539,RED RETROSPOT BUTTER DISH,Other Homeware,1,4.95,4.95,2010-11-01 14:22:00,17190,United Kingdom
530120,22667,RECIPE BOX RETROSPOT,Other Homeware,6,2.95,17.700000000000003,2010-11-01 14:45:00,13883,United Kingdom
530124,21485,RETROSPOT HEART HOT WATER BOTTLE,Kitchen & Dining,2,4.95,9.9,2010-11-01 15:14:00,13174,United Kingdom
530124,22306,SILVER MUG BONE CHINA TREE OF LIFE,Kitchen & Dining,6,1.95,11.7,2010-11-01 15:14:00,13174,United Kingdom
530124,22576,SWALLOW WOODEN CHRISTMAS DECORATION,Christmas & Seasonal,4,0.85,3.4,2010-11-01 15:14:00,13174,United Kingdom
530124,21774,DECORATIVE CATS BATHROOM BOTTLE,Kitchen & Dining,2,1.25,2.5,2010-11-01 15:14:00,13174,United Kingdom
530139,22336,DOVE DECORATION PAINTED ZINC,Home Decor,24,0.65,15.600000000000001,2010-11-01 16:24:00,14426,United Kingdom
530140,22085,PAPER CHAIN KIT SKULLS,Stationery & Paper,1,5.91,5.91,2010-11-01 16:45:00,,United Kingdom
530140,22701,PINK DOG BOWL,Kitchen & Dining,1,5.91,5.91,2010-11-01 16:45:00,,United Kingdom
530140,21803,CHRISTMAS TREE STAR DECORATION,Christmas & Seasonal,27,0.43,11.61,2010-11-01 16:45:00,,United Kingdom
530140,22572,ROCKING HORSE GREEN CHRISTMAS,Christmas & Seasonal,1,1.66,1.66,2010-11-01 16:45:00,,United Kingdom
530161,21169,YOU'RE CONFUSING ME METAL SIGN,Home Decor,4,1.69,6.76,2010-11-01 17:05:00,15456,United Kingdom
530166,21896,POTTING SHED TWINE,Bags & Storage,6,2.1,12.600000000000001,2010-11-02 08:57:00,17708,United Kingdom
530168,21829,DINOSAUR KEYRINGS ASSORTED,Jewellery & Accessories,36,0.21,7.56,2010-11-02 09:30:00,13597,United Kingdom
530171,22727,ALARM CLOCK BAKELIKE RED,Home Decor,4,3.75,15.0,2010-11-02 09:57:00,13767,United Kingdom
530184,22837,HOT WATER BOTTLE BABUSHKA,Kitchen & Dining,2,4.65,9.3,2010-11-02 10:47:00,17377,United Kingdom
530259,22636,CHILDS BREAKFAST SET CIRCUS PARADE,Toys & Children,2,8.5,17.0,2010-11-02 11:33:00,12476,Germany
530264,22620,4 TRADITIONAL SPINNING TOPS,Other Homeware,12,1.25,15.0,2010-11-02 11:37:00,14206,United Kingdom
530272,21132,SILVER STANDING GNOME,Other Homeware,12,4.25,51.0,2010-11-02 11:52:00,12389,Australia
530288,22659,LUNCH BOX I LOVE LONDON,Bags & Storage,2,1.95,3.9,2010-11-02 12:16:00,14593,United Kingdom
530288,22560,TRADITIONAL MODELLING CLAY,Other Homeware,3,1.25,3.75,2010-11-02 12:16:00,14593,United Kingdom
530288,22865,HAND WARMER OWL DESIGN,Home Decor,1,2.1,2.1,2010-11-02 12:16:00,14593,United Kingdom
530288,20974,12 PENCILS SMALL TUBE SKULL,Stationery & Paper,3,0.65,1.9500000000000002,2010-11-02 12:16:00,14593,United Kingdom
530288,22616,PACK OF 12 LONDON TISSUES,Other Homeware,4,0.29,1.16,2010-11-02 12:16:00,14593,United Kingdom
530297,22604,SET OF 4 NAPKIN CHARMS CUTLERY,Kitchen & Dining,2,2.55,5.1,2010-11-02 12:37:00,14966,United Kingdom
530297,22139,RETROSPOT TEA SET CERAMIC 11 PC,Other Homeware,2,4.95,9.9,2010-11-02 12:37:00,14966,United Kingdom
530298,21166,COOK WITH WINE METAL SIGN,Home Decor,1,1.95,1.95,2010-11-02 12:46:00,14966,United Kingdom
530299,21162,TOXIC AREA  DOOR HANGER,Other Homeware,1,1.45,1.45,2010-11-02 12:48:00,14449,United Kingdom
530299,21908,CHOCOLATE THIS WAY METAL SIGN,Home Decor,1,2.1,2.1,2010-11-02 12:48:00,14449,United Kingdom
530304,21080,SET/20 RED RETROSPOT PAPER NAPKINS,Kitchen & Dining,12,0.85,10.2,2010-11-02 13:15:00,17003,United Kingdom
530312,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,Other Homeware,2,8.5,17.0,2010-11-02 13:27:00,16016,United Kingdom
530311,22077,6 RIBBONS RUSTIC CHARM,Other Homeware,4,1.65,6.6,2010-11-02 13:27:00,16374,United Kingdom
530329,48187,DOORMAT NEW ENGLAND,Home Decor,2,7.95,15.9,2010-11-02 13:45:00,16670,United Kingdom
530331,22360,GLASS JAR ENGLISH CONFECTIONERY,Bags & Storage,48,2.55,122.39999999999999,2010-11-02 13:56:00,16033,United Kingdom
530332,21253,SET OF PICTURE FRAME  STICKERS,Home Decor,1,5.91,5.91,2010-11-02 13:57:00,,United Kingdom
530332,82583,HOT BATHS METAL SIGN,Home Decor,1,4.21,4.21,2010-11-02 13:57:00,,United Kingdom
530335,22730,ALARM CLOCK BAKELIKE IVORY,Home Decor,3,3.75,11.25,2010-11-02 14:02:00,17841,United Kingdom
530335,22047,EMPIRE GIFT WRAP,Stationery & Paper,25,0.42,10.5,2010-11-02 14:02:00,17841,United Kingdom
530335,22417,PACK OF 60 SPACEBOY CAKE CASES,Kitchen & Dining,3,0.55,1.6500000000000001,2010-11-02 14:02:00,17841,United Kingdom
530346,72130,COLUMBIAN CANDLE ROUND,Lighting & Candles,36,0.53,19.080000000000002,2010-11-02 15:42:00,14733,United Kingdom
530346,85064,CREAM SWEETHEART LETTER RACK,Home Decor,4,5.45,21.8,2010-11-02 15:42:00,14733,United Kingdom
530346,22470,HEART OF WICKER LARGE,Home Decor,9,2.95,26.55,2010-11-02 15:42:00,14733,United Kingdom
530350,22078,RIBBON REEL LACE DESIGN,Home Decor,5,2.1,10.5,2010-11-02 15:48:00,14506,United Kingdom
530350,85049D,BRIGHT BLUES RIBBONS,Other Homeware,2,1.25,2.5,2010-11-02 15:48:00,14506,United Kingdom
530372,72741,GRAND CHOCOLATECANDLE,Lighting & Candles,9,1.45,13.049999999999999,2010-11-02 16:20:00,17276,United Kingdom
530390,22300,COFFEE MUG DOG + BALL DESIGN,Kitchen & Dining,6,2.55,15.299999999999999,2010-11-02 17:12:00,17764,United Kingdom
530391,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Christmas & Seasonal,96,0.64,61.44,2010-11-02 17:12:00,16705,United Kingdom
530391,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Home Decor,48,0.29,13.919999999999998,2010-11-02 17:12:00,16705,United Kingdom
530393,22941,CHRISTMAS LIGHTS 10 REINDEER,Christmas & Seasonal,2,8.5,17.0,2010-11-02 17:24:00,18178,United Kingdom
530394,22034,ROBIN CHRISTMAS CARD,Christmas & Seasonal,24,0.42,10.08,2010-11-02 17:24:00,12681,France
530394,22908,PACK OF 20 NAPKINS RED APPLES,Kitchen & Dining,12,0.85,10.2,2010-11-02 17:24:00,12681,France
530409,48187,DOORMAT NEW ENGLAND,Home Decor,4,7.95,31.8,2010-11-02 18:08:00,16614,United Kingdom
530422,22727,ALARM CLOCK BAKELIKE RED,Home Decor,1,7.62,7.62,2010-11-03 09:36:00,,United Kingdom
530423,82484,WOOD BLACK BOARD ANT WHITE FINISH,Other Homeware,3,6.45,19.35,2010-11-03 09:36:00,14732,United Kingdom
530422,22891,TEA FOR ONE POLKADOT,Other Homeware,1,8.47,8.47,2010-11-03 09:36:00,,United Kingdom
530422,22178,VICTORIAN GLASS HANGING T-LIGHT,Lighting & Candles,4,2.51,10.04,2010-11-03 09:36:00,,United Kingdom
530430,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Christmas & Seasonal,40,2.55,102.0,2010-11-03 10:38:00,13748,United Kingdom
530437,21827,EIGHT PIECE CREEPY CRAWLIE SET,Other Homeware,1,1.25,1.25,2010-11-03 11:13:00,15915,United Kingdom
530437,20726,LUNCH BAG WOODLAND,Bags & Storage,1,1.65,1.65,2010-11-03 11:13:00,15915,United Kingdom
530437,22560,TRADITIONAL MODELLING CLAY,Other Homeware,1,1.25,1.25,2010-11-03 11:13:00,15915,United Kingdom
530484,22897,OVEN MITT APPLE DESIGN,Home Decor,10,1.45,14.5,2010-11-03 11:43:00,16353,United Kingdom
530509,84692,BOX OF 24 COCKTAIL PARASOLS,Bags & Storage,25,0.42,10.5,2010-11-03 12:07:00,16779,United Kingdom
530510,22337,ANGEL DECORATION PAINTED ZINC,Home Decor,24,0.65,15.600000000000001,2010-11-03 12:11:00,15281,United Kingdom
530510,22944,CHRISTMAS METAL POSTCARD WITH BELLS,Christmas & Seasonal,12,1.25,15.0,2010-11-03 12:11:00,15281,United Kingdom
530514,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,Other Homeware,192,1.45,278.4,2010-11-03 12:23:00,14646,Netherlands
530538,21324,HANGING MEDINA LANTERN SMALL,Lighting & Candles,1,2.95,2.95,2010-11-03 12:55:00,14606,United Kingdom
530544,20675,BLUE POLKADOT BOWL,Kitchen & Dining,8,1.25,10.0,2010-11-03 13:13:00,14646,Netherlands
530559,84509G,SET OF 4 FAIRY CAKE PLACEMATS,Kitchen & Dining,4,3.75,15.0,2010-11-03 13:44:00,13686,United Kingdom
530562,22359,GLASS JAR KINGS CHOICE,Bags & Storage,1,2.95,2.95,2010-11-03 13:47:00,16012,United Kingdom
530562,21825,PAINTED METAL TREE WITH HOLLY BELLS,Other Homeware,5,1.45,7.25,2010-11-03 13:47:00,16012,United Kingdom
530562,22582,PACK OF 6 SWEETIE GIFT BOXES,Other Homeware,4,2.55,10.2,2010-11-03 13:47:00,16012,United Kingdom
530564,22642,SET OF 4 NAPKIN CHARMS STARS,Kitchen & Dining,6,2.55,15.299999999999999,2010-11-03 13:50:00,14484,United Kingdom
530568,21531,RED RETROSPOT SUGAR JAM BOWL,Kitchen & Dining,2,2.55,5.1,2010-11-03 14:02:00,13554,United Kingdom
